Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	8	0.8412197686645636	5.160671607679315E-4	ENSMUSG00000025207, ENSMUSG00000031385, ENSMUSG00000027200, ENSMUSG00000030539, ENSMUSG00000021904, ENSMUSG00000063531, ENSMUSG00000025810, ENSMUSG00000029765	786	37	19984	5.497283543085071	0.8315120885560766	0.16185742769539668	0.16134136053462875
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	20	2.1030494216614093	5.775711459113228E-4	ENSMUSG00000006344, ENSMUSG00000028223, ENSMUSG00000040703, ENSMUSG00000028497, ENSMUSG00000029098, ENSMUSG00000027984, ENSMUSG00000002997, ENSMUSG00000003623, ENSMUSG00000063889, ENSMUSG00000029545, ENSMUSG00000028944, ENSMUSG00000000440, ENSMUSG00000029919, ENSMUSG00000031808, ENSMUSG00000002944, ENSMUSG00000024507, ENSMUSG00000076435, ENSMUSG00000015568, ENSMUSG00000031613, ENSMUSG00000010663	786	208	19984	2.444705421804658	0.8637407714289497	0.1619112950960569	0.16139505618415642
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	48	5.047318611987381	6.101005322460115E-4	ENSMUSG00000032046, ENSMUSG00000029311, ENSMUSG00000028223, ENSMUSG00000040703, ENSMUSG00000029098, ENSMUSG00000009905, ENSMUSG00000028088, ENSMUSG00000055782, ENSMUSG00000027875, ENSMUSG00000044408, ENSMUSG00000056370, ENSMUSG00000044626, ENSMUSG00000025232, ENSMUSG00000003623, ENSMUSG00000056091, ENSMUSG00000022861, ENSMUSG00000028944, ENSMUSG00000000594, ENSMUSG00000029919, ENSMUSG00000025934, ENSMUSG00000040061, ENSMUSG00000024507, ENSMUSG00000030703, ENSMUSG00000015568, ENSMUSG00000053687, ENSMUSG00000031613, ENSMUSG00000026170, ENSMUSG00000056666, ENSMUSG00000028497, ENSMUSG00000026456, ENSMUSG00000027984, ENSMUSG00000058022, ENSMUSG00000020593, ENSMUSG00000029545, ENSMUSG00000041202, ENSMUSG00000020377, ENSMUSG00000027843, ENSMUSG00000064141, ENSMUSG00000031808, ENSMUSG00000026737, ENSMUSG00000066026, ENSMUSG00000003418, ENSMUSG00000076435, ENSMUSG00000038732, ENSMUSG00000035686, ENSMUSG00000030214, ENSMUSG00000010663, ENSMUSG00000036833	786	728	19984	1.676369432094623	0.878213915818012	0.1619112950960569	0.16139505618415642
GOTERM_BP_DIRECT	GO:0002381~immunoglobulin production involved in immunoglobulin mediated immune response	6	0.6309148264984227	6.780634020844001E-4	ENSMUSG00000037649, ENSMUSG00000036594, ENSMUSG00000073421, ENSMUSG00000079547, ENSMUSG00000060586, ENSMUSG00000037548	786	19	19984	8.028927280032141	0.9036831690375873	0.16709419551365573	0.16656143141201799
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	41	4.311251314405888	8.290202576911976E-4	ENSMUSG00000031377, ENSMUSG00000027111, ENSMUSG00000032340, ENSMUSG00000001300, ENSMUSG00000006219, ENSMUSG00000024421, ENSMUSG00000023274, ENSMUSG00000026768, ENSMUSG00000026921, ENSMUSG00000043313, ENSMUSG00000079450, ENSMUSG00000027656, ENSMUSG00000070369, ENSMUSG00000020689, ENSMUSG00000001029, ENSMUSG00000035273, ENSMUSG00000035493, ENSMUSG00000042284, ENSMUSG00000038147, ENSMUSG00000052336, ENSMUSG00000052698, ENSMUSG00000032725, ENSMUSG00000030787, ENSMUSG00000033960, ENSMUSG00000030110, ENSMUSG00000032012, ENSMUSG00000026193, ENSMUSG00000048163, ENSMUSG00000032076, ENSMUSG00000022371, ENSMUSG00000040998, ENSMUSG00000048126, ENSMUSG00000028339, ENSMUSG00000023328, ENSMUSG00000002944, ENSMUSG00000070473, ENSMUSG00000029070, ENSMUSG00000035000, ENSMUSG00000022817, ENSMUSG00000030577, ENSMUSG00000031785	786	600	19984	1.737370653095844	0.942805989255075	0.19067465926897545	0.1900667110800019
GOTERM_BP_DIRECT	GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	5	0.5257623554153523	9.084410441550433E-4	ENSMUSG00000037649, ENSMUSG00000036594, ENSMUSG00000073421, ENSMUSG00000079547, ENSMUSG00000060586	786	12	19984	10.593723494486854	0.9565239926156995	0.1958826001459312	0.1952580469280746
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	33	3.4700315457413247	0.0012265387159008916	ENSMUSG00000029650, ENSMUSG00000032741, ENSMUSG00000034107, ENSMUSG00000029299, ENSMUSG00000032122, ENSMUSG00000026065, ENSMUSG00000055782, ENSMUSG00000044749, ENSMUSG00000005107, ENSMUSG00000005864, ENSMUSG00000041797, ENSMUSG00000020102, ENSMUSG00000042644, ENSMUSG00000020865, ENSMUSG00000038963, ENSMUSG00000020829, ENSMUSG00000032548, ENSMUSG00000036622, ENSMUSG00000031378, ENSMUSG00000034656, ENSMUSG00000054640, ENSMUSG00000033486, ENSMUSG00000030592, ENSMUSG00000026791, ENSMUSG00000039908, ENSMUSG00000063698, ENSMUSG00000041762, ENSMUSG00000009731, ENSMUSG00000028976, ENSMUSG00000020798, ENSMUSG00000042476, ENSMUSG00000024818, ENSMUSG00000030737	786	457	19984	1.8359363255215728	0.9855079604810075	0.24891520999165154	0.24812156729312743
GOTERM_BP_DIRECT	GO:0008277~regulation of G-protein coupled receptor protein signaling pathway	8	0.8412197686645636	0.0015140061748546724	ENSMUSG00000018909, ENSMUSG00000026360, ENSMUSG00000020689, ENSMUSG00000025813, ENSMUSG00000026357, ENSMUSG00000034353, ENSMUSG00000030844, ENSMUSG00000041633	786	44	19984	4.622715706685173	0.9946318899002113	0.2901845168471455	0.289259290851401
GOTERM_BP_DIRECT	GO:1900016~negative regulation of cytokine production involved in inflammatory response	6	0.6309148264984227	0.002106230015000256	ENSMUSG00000055782, ENSMUSG00000049871, ENSMUSG00000031659, ENSMUSG00000023992, ENSMUSG00000020263, ENSMUSG00000031378	786	24	19984	6.356234096692112	0.9993067755762343	0.38244702903952016	0.38122763271504634
GOTERM_BP_DIRECT	GO:0030501~positive regulation of bone mineralization	8	0.8412197686645636	0.00224459581438006	ENSMUSG00000054640, ENSMUSG00000054675, ENSMUSG00000005583, ENSMUSG00000061393, ENSMUSG00000027358, ENSMUSG00000021253, ENSMUSG00000029468, ENSMUSG00000013622	786	47	19984	4.327648746683991	0.9995703585350348	0.3871927779805604	0.38595825028265135
GOTERM_BP_DIRECT	GO:0050919~negative chemotaxis	7	0.7360672975814931	0.0025615128418658606	ENSMUSG00000025207, ENSMUSG00000020689, ENSMUSG00000045287, ENSMUSG00000027200, ENSMUSG00000030539, ENSMUSG00000021904, ENSMUSG00000063531	786	36	19984	4.943737630760531	0.9998564112138155	0.4208199668779628	0.4194782220560331
GOTERM_BP_DIRECT	GO:0030200~heparan sulfate proteoglycan catabolic process	4	0.4206098843322818	0.002915557612176447	ENSMUSG00000005043, ENSMUSG00000033540, ENSMUSG00000035273, ENSMUSG00000001751	786	8	19984	12.712468193384225	0.9999578116164893	0.4419562591270655	0.44054712322839945
GOTERM_BP_DIRECT	GO:0060100~positive regulation of phagocytosis, engulfment	5	0.5257623554153523	0.002946375060847103	ENSMUSG00000029254, ENSMUSG00000002944, ENSMUSG00000023992, ENSMUSG00000020263, ENSMUSG00000000440	786	16	19984	7.94529262086514	0.999962078729711	0.4419562591270655	0.44054712322839945
GOTERM_BP_DIRECT	GO:0042110~T cell activation	8	0.8412197686645636	0.0036094348538556554	ENSMUSG00000036526, ENSMUSG00000026012, ENSMUSG00000049871, ENSMUSG00000035000, ENSMUSG00000038147, ENSMUSG00000023274, ENSMUSG00000026548, ENSMUSG00000027636	786	51	19984	3.9882253155715213	0.9999961793034323	0.5009083831577512	0.49931128396507435
GOTERM_BP_DIRECT	GO:0048843~negative regulation of axon extension involved in axon guidance	6	0.6309148264984227	0.0036297708924474727	ENSMUSG00000025207, ENSMUSG00000027200, ENSMUSG00000030539, ENSMUSG00000021904, ENSMUSG00000063531, ENSMUSG00000025810	786	27	19984	5.649985863726322	0.9999964390813869	0.5009083831577512	0.49931128396507435
GOTERM_BP_DIRECT	GO:0007507~heart development	23	2.4185068349106205	0.0040674256863647805	ENSMUSG00000110195, ENSMUSG00000005583, ENSMUSG00000006386, ENSMUSG00000026193, ENSMUSG00000055044, ENSMUSG00000027358, ENSMUSG00000022672, ENSMUSG00000025810, ENSMUSG00000007613, ENSMUSG00000008855, ENSMUSG00000006235, ENSMUSG00000000440, ENSMUSG00000063172, ENSMUSG00000022941, ENSMUSG00000046169, ENSMUSG00000061393, ENSMUSG00000037221, ENSMUSG00000038122, ENSMUSG00000066191, ENSMUSG00000039765, ENSMUSG00000046470, ENSMUSG00000039632, ENSMUSG00000031665	786	301	19984	1.9427692255670244	0.9999992178619336	0.5397161006907112	0.53799526674648
GOTERM_BP_DIRECT	GO:0098880~maintenance of postsynaptic specialization structure	4	0.4206098843322818	0.004246252533923195	ENSMUSG00000020689, ENSMUSG00000032076, ENSMUSG00000002104, ENSMUSG00000031214	786	9	19984	11.299971727452643	0.9999995790544978	0.5425767126679638	0.540846757931921
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	11	1.1566771819137749	0.004435560241148726	ENSMUSG00000036867, ENSMUSG00000069255, ENSMUSG00000027358, ENSMUSG00000022817, ENSMUSG00000000058, ENSMUSG00000031613, ENSMUSG00000040998, ENSMUSG00000021253, ENSMUSG00000020263, ENSMUSG00000007613, ENSMUSG00000026768	786	96	19984	2.9132739609838847	0.9999997815528021	0.5465243868558252	0.5447818453325167
GOTERM_BP_DIRECT	GO:0032720~negative regulation of tumor necrosis factor production	9	0.9463722397476341	0.004608401399379545	ENSMUSG00000031451, ENSMUSG00000038155, ENSMUSG00000049871, ENSMUSG00000042817, ENSMUSG00000020053, ENSMUSG00000023992, ENSMUSG00000030148, ENSMUSG00000020101, ENSMUSG00000027843	786	67	19984	3.4152899624017317	0.9999998799949751	0.5482408561330838	0.5464928418091812
GOTERM_BP_DIRECT	GO:0007160~cell-matrix adhesion	11	1.1566771819137749	0.0047760683099882205	ENSMUSG00000070369, ENSMUSG00000020689, ENSMUSG00000006386, ENSMUSG00000026193, ENSMUSG00000027111, ENSMUSG00000035273, ENSMUSG00000047497, ENSMUSG00000042284, ENSMUSG00000022817, ENSMUSG00000040998, ENSMUSG00000026768	786	97	19984	2.8832402088087927	0.9999999328884775	0.5492478556486453	0.5474966306016497
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	21	2.2082018927444795	0.0049461700242211335	ENSMUSG00000030110, ENSMUSG00000026193, ENSMUSG00000027200, ENSMUSG00000015957, ENSMUSG00000027111, ENSMUSG00000027358, ENSMUSG00000020053, ENSMUSG00000063531, ENSMUSG00000007613, ENSMUSG00000020101, ENSMUSG00000079293, ENSMUSG00000021224, ENSMUSG00000025207, ENSMUSG00000020689, ENSMUSG00000021822, ENSMUSG00000004814, ENSMUSG00000030539, ENSMUSG00000035273, ENSMUSG00000070473, ENSMUSG00000021904, ENSMUSG00000035133	786	269	19984	1.984846335026533	0.9999999627877448	0.5504608575342874	0.5487057649450476
GOTERM_BP_DIRECT	GO:0009190~cyclic nucleotide biosynthetic process	5	0.5257623554153523	0.005714144333088338	ENSMUSG00000020654, ENSMUSG00000005580, ENSMUSG00000042282, ENSMUSG00000031659, ENSMUSG00000022376	786	19	19984	6.6907727333601175	0.9999999974067065	0.6102846281798853	0.6083387931335146
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	21	2.2082018927444795	0.005837505139111946	ENSMUSG00000037649, ENSMUSG00000031377, ENSMUSG00000030165, ENSMUSG00000025163, ENSMUSG00000026285, ENSMUSG00000023274, ENSMUSG00000022496, ENSMUSG00000102418, ENSMUSG00000060586, ENSMUSG00000041439, ENSMUSG00000027636, ENSMUSG00000040592, ENSMUSG00000036594, ENSMUSG00000038147, ENSMUSG00000052336, ENSMUSG00000010142, ENSMUSG00000073421, ENSMUSG00000079547, ENSMUSG00000030148, ENSMUSG00000076617, ENSMUSG00000037548	786	273	19984	1.9557643374437266	0.9999999983097754	0.6102846281798853	0.6083387931335146
GOTERM_BP_DIRECT	GO:0070588~calcium ion transmembrane transport	11	1.1566771819137749	0.00634811983323286	ENSMUSG00000034656, ENSMUSG00000032741, ENSMUSG00000054640, ENSMUSG00000031451, ENSMUSG00000020788, ENSMUSG00000033486, ENSMUSG00000030592, ENSMUSG00000036353, ENSMUSG00000028207, ENSMUSG00000070425, ENSMUSG00000042644	786	101	19984	2.769052477766861	0.9999999997127947	0.6315043447466897	0.6294908526330046
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	40	4.206098843322819	0.006546629108294257	ENSMUSG00000031377, ENSMUSG00000031451, ENSMUSG00000031295, ENSMUSG00000023050, ENSMUSG00000006494, ENSMUSG00000009828, ENSMUSG00000042724, ENSMUSG00000026489, ENSMUSG00000027358, ENSMUSG00000004798, ENSMUSG00000004933, ENSMUSG00000025375, ENSMUSG00000028944, ENSMUSG00000029833, ENSMUSG00000038481, ENSMUSG00000020623, ENSMUSG00000042282, ENSMUSG00000037251, ENSMUSG00000070348, ENSMUSG00000030345, ENSMUSG00000030110, ENSMUSG00000029521, ENSMUSG00000006386, ENSMUSG00000021180, ENSMUSG00000015957, ENSMUSG00000040936, ENSMUSG00000042817, ENSMUSG00000070691, ENSMUSG00000022672, ENSMUSG00000002007, ENSMUSG00000007613, ENSMUSG00000029468, ENSMUSG00000022433, ENSMUSG00000039145, ENSMUSG00000014164, ENSMUSG00000061393, ENSMUSG00000035064, ENSMUSG00000053436, ENSMUSG00000031303, ENSMUSG00000033985	786	654	19984	1.555041980842107	0.9999999998558441	0.6315043447466897	0.6294908526330046
GOTERM_BP_DIRECT	GO:0008152~metabolic process	16	1.6824395373291272	0.006770495226383126	ENSMUSG00000028164, ENSMUSG00000005142, ENSMUSG00000033540, ENSMUSG00000040820, ENSMUSG00000001751, ENSMUSG00000025232, ENSMUSG00000069515, ENSMUSG00000069516, ENSMUSG00000062646, ENSMUSG00000036086, ENSMUSG00000039145, ENSMUSG00000014164, ENSMUSG00000002428, ENSMUSG00000035121, ENSMUSG00000033857, ENSMUSG00000033427	786	186	19984	2.1870913020876084	0.9999999999337537	0.6315043447466897	0.6294908526330046
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	12	1.2618296529968454	0.006772655291486238	ENSMUSG00000020689, ENSMUSG00000029378, ENSMUSG00000002944, ENSMUSG00000000058, ENSMUSG00000023274, ENSMUSG00000020053, ENSMUSG00000023992, ENSMUSG00000102418, ENSMUSG00000025810, ENSMUSG00000076617, ENSMUSG00000079293, ENSMUSG00000037922	786	118	19984	2.585586751196791	0.9999999999342488	0.6315043447466897	0.6294908526330046
GOTERM_BP_DIRECT	GO:0006897~endocytosis	17	1.7875920084121977	0.007164322068651023	ENSMUSG00000018909, ENSMUSG00000024381, ENSMUSG00000040963, ENSMUSG00000000058, ENSMUSG00000040249, ENSMUSG00000065987, ENSMUSG00000049313, ENSMUSG00000040855, ENSMUSG00000008845, ENSMUSG00000020695, ENSMUSG00000022048, ENSMUSG00000022433, ENSMUSG00000047963, ENSMUSG00000022519, ENSMUSG00000052698, ENSMUSG00000032725, ENSMUSG00000031214	786	205	19984	2.1084093589027493	0.9999999999831366	0.6504450299170007	0.6483711472129176
GOTERM_BP_DIRECT	GO:0006171~cAMP biosynthetic process	4	0.4206098843322818	0.007864607735801488	ENSMUSG00000020654, ENSMUSG00000005580, ENSMUSG00000031659, ENSMUSG00000022376	786	11	19984	9.245431413370346	0.9999999999985217	0.6957152997055163	0.6934970770108031
GOTERM_BP_DIRECT	GO:0035082~axoneme assembly	6	0.6309148264984227	0.008793604538880052	ENSMUSG00000056215, ENSMUSG00000049571, ENSMUSG00000040936, ENSMUSG00000038122, ENSMUSG00000039765, ENSMUSG00000078490	786	33	19984	4.622715706685172	0.9999999999999416	0.7446967982316816	0.7423224026431168
GOTERM_BP_DIRECT	GO:0006811~ion transport	37	3.890641430073607	0.008850019921014187	ENSMUSG00000030089, ENSMUSG00000032741, ENSMUSG00000040907, ENSMUSG00000079056, ENSMUSG00000033033, ENSMUSG00000026065, ENSMUSG00000025993, ENSMUSG00000006611, ENSMUSG00000005864, ENSMUSG00000042644, ENSMUSG00000026627, ENSMUSG00000020788, ENSMUSG00000047037, ENSMUSG00000039672, ENSMUSG00000038026, ENSMUSG00000038963, ENSMUSG00000037610, ENSMUSG00000032548, ENSMUSG00000034656, ENSMUSG00000054640, ENSMUSG00000033486, ENSMUSG00000062609, ENSMUSG00000030592, ENSMUSG00000059412, ENSMUSG00000039908, ENSMUSG00000063698, ENSMUSG00000064105, ENSMUSG00000028238, ENSMUSG00000029468, ENSMUSG00000009731, ENSMUSG00000030737, ENSMUSG00000096764, ENSMUSG00000041482, ENSMUSG00000035165, ENSMUSG00000036353, ENSMUSG00000013495, ENSMUSG00000014503	786	603	19984	1.560070723566223	0.999999999999952	0.7446967982316816	0.7423224026431168
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	11	1.1566771819137749	0.009426878323365667	ENSMUSG00000070369, ENSMUSG00000020689, ENSMUSG00000026193, ENSMUSG00000027111, ENSMUSG00000042284, ENSMUSG00000000244, ENSMUSG00000022817, ENSMUSG00000024421, ENSMUSG00000040537, ENSMUSG00000026768, ENSMUSG00000025810	786	107	19984	2.613778507050962	0.9999999999999936	0.7743507194193227	0.7718817750965364
GOTERM_BP_DIRECT	GO:0014909~smooth muscle cell migration	4	0.4206098843322818	0.010183329966468839	ENSMUSG00000020689, ENSMUSG00000021822, ENSMUSG00000027200, ENSMUSG00000026921	786	12	19984	8.474978795589484	0.9999999999999996	0.8170346135887789	0.81442957569038
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	10	1.0515247108307046	0.010822320981993185	ENSMUSG00000027849, ENSMUSG00000079110, ENSMUSG00000005583, ENSMUSG00000030592, ENSMUSG00000035064, ENSMUSG00000003545, ENSMUSG00000030865, ENSMUSG00000022376, ENSMUSG00000028207, ENSMUSG00000026017	786	93	19984	2.73386412760951	1.0	0.8485683497244656	0.8458627694789673
GOTERM_BP_DIRECT	GO:0030097~hemopoiesis	10	1.0515247108307046	0.01156459046951911	ENSMUSG00000039153, ENSMUSG00000006386, ENSMUSG00000048163, ENSMUSG00000036918, ENSMUSG00000042817, ENSMUSG00000045817, ENSMUSG00000070691, ENSMUSG00000022540, ENSMUSG00000024986, ENSMUSG00000006235	786	94	19984	2.7047804666774944	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	9	0.9463722397476341	0.012252650149850693	ENSMUSG00000060459, ENSMUSG00000031451, ENSMUSG00000000244, ENSMUSG00000036353, ENSMUSG00000074743, ENSMUSG00000039109, ENSMUSG00000026249, ENSMUSG00000021675, ENSMUSG00000056724	786	79	19984	2.89651174026476	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0048667~cell morphogenesis involved in neuron differentiation	4	0.4206098843322818	0.012856849669884596	ENSMUSG00000005583, ENSMUSG00000005360, ENSMUSG00000025232, ENSMUSG00000031214	786	13	19984	7.823057349774907	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation	7	0.7360672975814931	0.013161490115301858	ENSMUSG00000032179, ENSMUSG00000027358, ENSMUSG00000030117, ENSMUSG00000021253, ENSMUSG00000006611, ENSMUSG00000007613, ENSMUSG00000000440	786	50	19984	3.5594910941475826	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0006635~fatty acid beta-oxidation	7	0.7360672975814931	0.013161490115301858	ENSMUSG00000028223, ENSMUSG00000024507, ENSMUSG00000029098, ENSMUSG00000055782, ENSMUSG00000027984, ENSMUSG00000003623, ENSMUSG00000031378	786	50	19984	3.5594910941475826	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0043277~apoptotic cell clearance	5	0.5257623554153523	0.013415098223312915	ENSMUSG00000031451, ENSMUSG00000020689, ENSMUSG00000002944, ENSMUSG00000040249, ENSMUSG00000023992	786	24	19984	5.296861747243427	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	26	2.7339642481598316	0.013569015691300826	ENSMUSG00000060459, ENSMUSG00000029372, ENSMUSG00000023031, ENSMUSG00000027358, ENSMUSG00000008855, ENSMUSG00000079293, ENSMUSG00000051969, ENSMUSG00000004814, ENSMUSG00000035273, ENSMUSG00000052336, ENSMUSG00000050232, ENSMUSG00000006344, ENSMUSG00000052160, ENSMUSG00000021180, ENSMUSG00000062585, ENSMUSG00000008845, ENSMUSG00000029468, ENSMUSG00000041202, ENSMUSG00000079164, ENSMUSG00000062545, ENSMUSG00000000440, ENSMUSG00000021423, ENSMUSG00000071489, ENSMUSG00000021624, ENSMUSG00000039145, ENSMUSG00000052821	786	395	19984	1.6735401165974166	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0060021~palate development	9	0.9463722397476341	0.014116371075006994	ENSMUSG00000026638, ENSMUSG00000005583, ENSMUSG00000066026, ENSMUSG00000061393, ENSMUSG00000015957, ENSMUSG00000038122, ENSMUSG00000021253, ENSMUSG00000007613, ENSMUSG00000028207	786	81	19984	2.8249929318631612	1.0	0.87742383368186	0.8746262504440339
