Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002230~positive regulation of defense response to virus by host	13	2.4029574861367835	5.790972688211492E-12	ENSMUSG00000004296, ENSMUSG00000025383, ENSMUSG00000026104, ENSMUSG00000049502, ENSMUSG00000044701, ENSMUSG00000042677, ENSMUSG00000040296, ENSMUSG00000000869, ENSMUSG00000072244, ENSMUSG00000035042, ENSMUSG00000022906, ENSMUSG00000019842, ENSMUSG00000036986	472	33	19984	16.67899332306112	1.6851586681632114E-8	1.531975502063222E-9	1.4719599669308485E-9
GOTERM_BP_DIRECT	GO:0006955~immune response	40	7.393715341959335	4.559508940032257E-11	ENSMUSG00000004296, ENSMUSG00000050395, ENSMUSG00000027398, ENSMUSG00000026166, ENSMUSG00000027776, ENSMUSG00000026984, ENSMUSG00000044827, ENSMUSG00000027995, ENSMUSG00000042349, ENSMUSG00000029417, ENSMUSG00000020383, ENSMUSG00000024661, ENSMUSG00000026981, ENSMUSG00000029379, ENSMUSG00000079491, ENSMUSG00000016496, ENSMUSG00000038067, ENSMUSG00000035352, ENSMUSG00000078922, ENSMUSG00000031778, ENSMUSG00000029380, ENSMUSG00000031779, ENSMUSG00000016498, ENSMUSG00000019842, ENSMUSG00000035678, ENSMUSG00000034855, ENSMUSG00000025383, ENSMUSG00000035929, ENSMUSG00000079362, ENSMUSG00000049734, ENSMUSG00000020676, ENSMUSG00000000869, ENSMUSG00000025746, ENSMUSG00000024778, ENSMUSG00000060183, ENSMUSG00000035042, ENSMUSG00000018341, ENSMUSG00000047880, ENSMUSG00000039304, ENSMUSG00000037944	472	494	19984	3.428257736910725	1.3268168352897902E-7	1.1056809179578224E-8	1.062365583027516E-8
GOTERM_BP_DIRECT	GO:0034097~response to cytokine	17	3.1423290203327174	7.045973530682664E-11	ENSMUSG00000026580, ENSMUSG00000032487, ENSMUSG00000021091, ENSMUSG00000026104, ENSMUSG00000002983, ENSMUSG00000001131, ENSMUSG00000022146, ENSMUSG00000025225, ENSMUSG00000050737, ENSMUSG00000066363, ENSMUSG00000016496, ENSMUSG00000001348, ENSMUSG00000018341, ENSMUSG00000041481, ENSMUSG00000035042, ENSMUSG00000019842, ENSMUSG00000036986	472	82	19984	8.777594047126911	2.0503784903258548E-7	1.5772140749451194E-8	1.5154263070606713E-8
GOTERM_BP_DIRECT	GO:0045824~negative regulation of innate immune response	12	2.2181146025878005	3.9191225193650285E-10	ENSMUSG00000070501, ENSMUSG00000037849, ENSMUSG00000020227, ENSMUSG00000043263, ENSMUSG00000030966, ENSMUSG00000066677, ENSMUSG00000073489, ENSMUSG00000054203, ENSMUSG00000017830, ENSMUSG00000049734, ENSMUSG00000026536, ENSMUSG00000022126	472	36	19984	14.112994350282486	1.1404640858359016E-6	8.146176093823024E-8	7.827047545817586E-8
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	29	5.360443622920517	4.869065475269059E-10	ENSMUSG00000004296, ENSMUSG00000027398, ENSMUSG00000027776, ENSMUSG00000026984, ENSMUSG00000026104, ENSMUSG00000029417, ENSMUSG00000059089, ENSMUSG00000029379, ENSMUSG00000022126, ENSMUSG00000020400, ENSMUSG00000016496, ENSMUSG00000104713, ENSMUSG00000020826, ENSMUSG00000044162, ENSMUSG00000029380, ENSMUSG00000028270, ENSMUSG00000019987, ENSMUSG00000016498, ENSMUSG00000032688, ENSMUSG00000034855, ENSMUSG00000078853, ENSMUSG00000046879, ENSMUSG00000027646, ENSMUSG00000042677, ENSMUSG00000069874, ENSMUSG00000025746, ENSMUSG00000017652, ENSMUSG00000060183, ENSMUSG00000020638	472	296	19984	4.148076042143839	1.4168969555417021E-6	9.445987022021974E-8	9.075938045901527E-8
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	16	2.957486136783734	7.233239808435809E-10	ENSMUSG00000031780, ENSMUSG00000026166, ENSMUSG00000022126, ENSMUSG00000040026, ENSMUSG00000021367, ENSMUSG00000042677, ENSMUSG00000020676, ENSMUSG00000025746, ENSMUSG00000017652, ENSMUSG00000021109, ENSMUSG00000035042, ENSMUSG00000035352, ENSMUSG00000053137, ENSMUSG00000031778, ENSMUSG00000038587, ENSMUSG00000031779	472	82	19984	8.261264985531211	2.104870498342848E-6	1.3155454901592628E-7	1.2640086565241575E-7
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	23	4.251386321626617	8.430215211565061E-10	ENSMUSG00000032487, ENSMUSG00000027398, ENSMUSG00000030790, ENSMUSG00000048376, ENSMUSG00000027776, ENSMUSG00000023087, ENSMUSG00000026104, ENSMUSG00000027995, ENSMUSG00000040405, ENSMUSG00000022126, ENSMUSG00000025225, ENSMUSG00000021367, ENSMUSG00000050737, ENSMUSG00000020227, ENSMUSG00000001348, ENSMUSG00000040181, ENSMUSG00000006818, ENSMUSG00000018341, ENSMUSG00000072244, ENSMUSG00000020826, ENSMUSG00000038587, ENSMUSG00000050953, ENSMUSG00000037944	472	190	19984	5.125245316681535	2.4531896776203155E-6	1.4430544862149606E-7	1.3865224547962301E-7
GOTERM_BP_DIRECT	GO:0006952~defense response	19	3.512014787430684	3.4407162633139304E-9	ENSMUSG00000034855, ENSMUSG00000078853, ENSMUSG00000068606, ENSMUSG00000044827, ENSMUSG00000026104, ENSMUSG00000029417, ENSMUSG00000027995, ENSMUSG00000054072, ENSMUSG00000029379, ENSMUSG00000046879, ENSMUSG00000022126, ENSMUSG00000069874, ENSMUSG00000040033, ENSMUSG00000078922, ENSMUSG00000037321, ENSMUSG00000029380, ENSMUSG00000078920, ENSMUSG00000078921, ENSMUSG00000073555	472	136	19984	5.915004985044865	1.0012434230821654E-5	5.47231597584498E-7	5.257936587100537E-7
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	13	2.4029574861367835	3.572989812407375E-9	ENSMUSG00000026271, ENSMUSG00000034855, ENSMUSG00000031780, ENSMUSG00000026166, ENSMUSG00000029417, ENSMUSG00000029379, ENSMUSG00000020676, ENSMUSG00000060183, ENSMUSG00000035042, ENSMUSG00000035352, ENSMUSG00000029380, ENSMUSG00000031778, ENSMUSG00000031779	472	54	19984	10.192718141870683	1.0397346263180118E-5	5.47231597584498E-7	5.257936587100537E-7
GOTERM_BP_DIRECT	GO:0002218~activation of innate immune response	12	2.2181146025878005	7.035180503744894E-9	ENSMUSG00000070501, ENSMUSG00000052749, ENSMUSG00000037849, ENSMUSG00000043263, ENSMUSG00000039501, ENSMUSG00000030921, ENSMUSG00000066677, ENSMUSG00000073489, ENSMUSG00000054203, ENSMUSG00000026536, ENSMUSG00000027514, ENSMUSG00000078616	472	46	19984	11.044952100221076	2.0472165912610585E-5	1.023618763294882E-6	9.835182344235362E-7
GOTERM_BP_DIRECT	GO:0098586~cellular response to virus	12	2.2181146025878005	2.2583947638994874E-8	ENSMUSG00000069874, ENSMUSG00000034855, ENSMUSG00000025746, ENSMUSG00000078853, ENSMUSG00000021109, ENSMUSG00000072244, ENSMUSG00000027776, ENSMUSG00000027951, ENSMUSG00000042349, ENSMUSG00000053137, ENSMUSG00000046879, ENSMUSG00000042677	472	51	19984	9.962113659022931	6.57171287956615E-5	3.1294898871178614E-6	3.0068913142204602E-6
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	14	2.5878003696857674	5.127106590009879E-8	ENSMUSG00000034855, ENSMUSG00000027398, ENSMUSG00000031780, ENSMUSG00000026166, ENSMUSG00000029417, ENSMUSG00000029379, ENSMUSG00000029304, ENSMUSG00000020676, ENSMUSG00000060183, ENSMUSG00000035042, ENSMUSG00000035352, ENSMUSG00000029380, ENSMUSG00000031778, ENSMUSG00000031779	472	81	19984	7.3178489223686976	1.4918767614624517E-4	6.781763716785794E-6	6.516086375303464E-6
GOTERM_BP_DIRECT	GO:0060339~negative regulation of type I interferon-mediated signaling pathway	9	1.6635859519408502	6.823334407906099E-8	ENSMUSG00000074151, ENSMUSG00000040033, ENSMUSG00000032661, ENSMUSG00000066861, ENSMUSG00000035692, ENSMUSG00000052776, ENSMUSG00000027951, ENSMUSG00000030107, ENSMUSG00000049734	472	25	19984	15.242033898305086	1.9853932652336148E-4	8.63300135956815E-6	8.294801306306717E-6
GOTERM_BP_DIRECT	GO:0032731~positive regulation of interleukin-1 beta production	13	2.4029574861367835	9.278115104433801E-8	ENSMUSG00000037849, ENSMUSG00000027995, ENSMUSG00000066677, ENSMUSG00000026536, ENSMUSG00000070501, ENSMUSG00000025746, ENSMUSG00000105504, ENSMUSG00000043263, ENSMUSG00000033538, ENSMUSG00000073489, ENSMUSG00000054203, ENSMUSG00000032688, ENSMUSG00000037944	472	71	19984	7.752208164239676	2.699567173387596E-4	1.1249714564125984E-5	1.0809004096665379E-5
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	18	3.3271719038817005	2.2774653481864994E-7	ENSMUSG00000004296, ENSMUSG00000027398, ENSMUSG00000026984, ENSMUSG00000028128, ENSMUSG00000026104, ENSMUSG00000003206, ENSMUSG00000054072, ENSMUSG00000022146, ENSMUSG00000025746, ENSMUSG00000040033, ENSMUSG00000044244, ENSMUSG00000020227, ENSMUSG00000018341, ENSMUSG00000030748, ENSMUSG00000035352, ENSMUSG00000038037, ENSMUSG00000031778, ENSMUSG00000019842	472	159	19984	4.793092420850655	6.62522926594078E-4	2.6509696652890855E-5	2.547117245411781E-5
GOTERM_BP_DIRECT	GO:0060700~regulation of ribonuclease activity	7	1.2939001848428837	2.4762598123266977E-7	ENSMUSG00000032661, ENSMUSG00000041827, ENSMUSG00000066861, ENSMUSG00000029561, ENSMUSG00000032690, ENSMUSG00000052776, ENSMUSG00000029605	472	13	19984	22.797913950456323	7.203321308856259E-4	2.77150617456565E-5	2.6629317058713257E-5
GOTERM_BP_DIRECT	GO:0032733~positive regulation of interleukin-10 production	10	1.8484288354898337	5.753820462825844E-7	ENSMUSG00000004296, ENSMUSG00000053175, ENSMUSG00000000869, ENSMUSG00000025746, ENSMUSG00000016496, ENSMUSG00000044244, ENSMUSG00000035692, ENSMUSG00000025383, ENSMUSG00000027995, ENSMUSG00000020383	472	43	19984	9.846275128104061	0.0016729612737964583	6.201339832156742E-5	5.9584007459485406E-5
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	15	2.7726432532347505	9.224814618513684E-7	ENSMUSG00000004296, ENSMUSG00000032661, ENSMUSG00000025383, ENSMUSG00000032690, ENSMUSG00000026896, ENSMUSG00000044827, ENSMUSG00000027995, ENSMUSG00000028602, ENSMUSG00000040296, ENSMUSG00000025746, ENSMUSG00000066861, ENSMUSG00000052776, ENSMUSG00000038587, ENSMUSG00000033307, ENSMUSG00000037944	472	120	19984	5.292372881355932	0.0026808224526115865	9.587218049955293E-5	9.211636311915808E-5
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	21	3.8817005545286505	1.1617289842492428E-6	ENSMUSG00000026390, ENSMUSG00000027398, ENSMUSG00000031780, ENSMUSG00000026166, ENSMUSG00000048376, ENSMUSG00000027995, ENSMUSG00000020122, ENSMUSG00000041324, ENSMUSG00000027646, ENSMUSG00000020676, ENSMUSG00000045875, ENSMUSG00000025746, ENSMUSG00000035042, ENSMUSG00000035352, ENSMUSG00000015316, ENSMUSG00000031778, ENSMUSG00000037225, ENSMUSG00000038587, ENSMUSG00000033307, ENSMUSG00000031779, ENSMUSG00000031963	472	240	19984	3.7046610169491525	0.0033749254009540763	1.1657349462638953E-4	1.120066979296856E-4
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	9	1.6635859519408502	1.8997191084913713E-6	ENSMUSG00000039196, ENSMUSG00000025746, ENSMUSG00000021091, ENSMUSG00000057465, ENSMUSG00000040017, ENSMUSG00000074115, ENSMUSG00000026981, ENSMUSG00000031722, ENSMUSG00000040026	472	37	19984	10.298671552908843	0.005512935544977671	1.84272753523663E-4	1.770538209113958E-4
GOTERM_BP_DIRECT	GO:0032728~positive regulation of interferon-beta production	10	1.8484288354898337	2.626412481059315E-6	ENSMUSG00000040296, ENSMUSG00000032661, ENSMUSG00000066861, ENSMUSG00000035692, ENSMUSG00000032690, ENSMUSG00000026896, ENSMUSG00000052776, ENSMUSG00000025498, ENSMUSG00000027995, ENSMUSG00000017830	472	51	19984	8.301761382519109	0.007613737888700123	2.369129793289193E-4	2.2763185230366268E-4
GOTERM_BP_DIRECT	GO:0032088~negative regulation of NF-kappaB transcription factor activity	12	2.2181146025878005	2.6866420336269197E-6	ENSMUSG00000053175, ENSMUSG00000074151, ENSMUSG00000020227, ENSMUSG00000030966, ENSMUSG00000063268, ENSMUSG00000004535, ENSMUSG00000022661, ENSMUSG00000021277, ENSMUSG00000022126, ENSMUSG00000042677, ENSMUSG00000000562	472	80	19984	6.350847457627119	0.007787656662452069	2.369129793289193E-4	2.2763185230366268E-4
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	12	2.2181146025878005	2.6866420336269197E-6	ENSMUSG00000004296, ENSMUSG00000000869, ENSMUSG00000025746, ENSMUSG00000016496, ENSMUSG00000027398, ENSMUSG00000026770, ENSMUSG00000035042, ENSMUSG00000018341, ENSMUSG00000025383, ENSMUSG00000027776, ENSMUSG00000016498, ENSMUSG00000037944	472	80	19984	6.350847457627119	0.007787656662452069	2.369129793289193E-4	2.2763185230366268E-4
GOTERM_BP_DIRECT	GO:0060337~type I interferon signaling pathway	8	1.478743068391867	2.978728710063201E-6	ENSMUSG00000040033, ENSMUSG00000066861, ENSMUSG00000032690, ENSMUSG00000052776, ENSMUSG00000025498, ENSMUSG00000026104, ENSMUSG00000065968, ENSMUSG00000049734	472	28	19984	12.096852300242132	0.00863065367406135	2.5494413371423283E-4	2.449566315687268E-4
GOTERM_BP_DIRECT	GO:2000117~negative regulation of cysteine-type endopeptidase activity	7	1.2939001848428837	3.470917172056902E-6	ENSMUSG00000070501, ENSMUSG00000037849, ENSMUSG00000043263, ENSMUSG00000066677, ENSMUSG00000073489, ENSMUSG00000054203, ENSMUSG00000026536	472	19	19984	15.5985727029438	0.01004954889941534	2.885819705910167E-4	2.772766975163171E-4
GOTERM_BP_DIRECT	GO:0042098~T cell proliferation	11	2.033271719038817	3.5829405012581963E-6	ENSMUSG00000004296, ENSMUSG00000000869, ENSMUSG00000044244, ENSMUSG00000039981, ENSMUSG00000072620, ENSMUSG00000025383, ENSMUSG00000027776, ENSMUSG00000028633, ENSMUSG00000003206, ENSMUSG00000050953, ENSMUSG00000032688	472	67	19984	6.951176321780926	0.010372209299847168	2.896210238517042E-4	2.782750455977199E-4
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	15	2.7726432532347505	4.157280964928496E-6	ENSMUSG00000034855, ENSMUSG00000031780, ENSMUSG00000026166, ENSMUSG00000029417, ENSMUSG00000029379, ENSMUSG00000020676, ENSMUSG00000060183, ENSMUSG00000045551, ENSMUSG00000035042, ENSMUSG00000035352, ENSMUSG00000047880, ENSMUSG00000029380, ENSMUSG00000031778, ENSMUSG00000031779, ENSMUSG00000037944	472	136	19984	4.669740777666999	0.012024829630218448	3.269645299443763E-4	3.141556102145966E-4
GOTERM_BP_DIRECT	GO:0010508~positive regulation of autophagy	12	2.2181146025878005	5.525458479892535E-6	ENSMUSG00000069874, ENSMUSG00000052749, ENSMUSG00000026672, ENSMUSG00000078853, ENSMUSG00000021109, ENSMUSG00000072244, ENSMUSG00000030966, ENSMUSG00000030921, ENSMUSG00000046879, ENSMUSG00000036206, ENSMUSG00000078616, ENSMUSG00000042677	472	86	19984	5.907765076862437	0.015950549479643694	4.2313379411808625E-4	4.0655741867840866E-4
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	12	2.2181146025878005	6.92957311514998E-6	ENSMUSG00000032487, ENSMUSG00000025746, ENSMUSG00000021109, ENSMUSG00000035042, ENSMUSG00000026104, ENSMUSG00000020383, ENSMUSG00000031778, ENSMUSG00000037225, ENSMUSG00000020572, ENSMUSG00000020122, ENSMUSG00000037820, ENSMUSG00000021367	472	88	19984	5.7734976887519265	0.01996317121705482	5.170527632073447E-4	4.967970879476755E-4
GOTERM_BP_DIRECT	GO:0042531~positive regulation of tyrosine phosphorylation of STAT protein	10	1.8484288354898337	7.94427806422865E-6	ENSMUSG00000004296, ENSMUSG00000000869, ENSMUSG00000025746, ENSMUSG00000017652, ENSMUSG00000035042, ENSMUSG00000025383, ENSMUSG00000022906, ENSMUSG00000027776, ENSMUSG00000020383, ENSMUSG00000034422	472	58	19984	7.299824663939217	0.022852768739647256	5.779462291726342E-4	5.553050366895827E-4
